ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,year,times_listened
2019-08-31T04:10:16Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",120295,IN,223.187.145.76,unknown,Indeciso,Reik,Indeciso,spotify:track:59s0s39NFWScuHDbHytI14,,,,playbtn,endplay,True,,False,1567221428746,False,2019,2.0
2019-08-31T04:12:25Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",102991,IN,223.187.145.76,unknown,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,spotify:track:6osaMSJh9NguagEDQcZaKx,,,,clickrow,endplay,False,,False,1567224614546,False,2019,94.0
2019-08-31T04:12:28Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",1815,IN,223.187.145.76,unknown,China,Anuel AA,China,spotify:track:2ksOAxtIxY8yElEWw8RhgK,,,,clickrow,endplay,False,,False,1567224744221,False,2019,36.0
2019-08-31T04:12:30Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",885,IN,223.187.145.76,unknown,Ransom,Lil Tecca,Ransom,spotify:track:1kBbgxAUc4HQv7cgIayIDH,,,,clickrow,endplay,False,,False,1567224747300,False,2019,1.0
2019-08-31T04:16:35Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",908,IN,223.187.145.76,unknown,Sorry,Justin Bieber,Purpose,spotify:track:09CtPGIpYB4BrO8qb1RGsF,,,,playbtn,endplay,False,,False,1567224992097,False,2019,75.0
2019-08-31T04:21:03Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",58938,IN,223.187.145.76,unknown,Let Me Love You,DJ Snake,Encore,spotify:track:5Qjv35Ja2TDt9CXRRo51hh,,,,trackdone,endplay,False,,False,1567225201312,True,2019,47.0
2019-08-31T04:42:10Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",380301,IN,223.187.145.76,unknown,Contra La Pared,Sean Paul,Contra La Pared,spotify:track:37eGbhE1xVFSvcKkqGb6i1,,,,playbtn,trackdone,True,,False,1567225261647,True,2019,38.0
2019-08-31T04:45:52Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",221176,IN,223.187.145.76,unknown,No Lie,Sean Paul,Mad Love The Prequel,spotify:track:48QmG1dfvMuYLxMPt7KSRA,,,,trackdone,trackdone,True,,False,1567226529340,True,2019,20.0
2019-08-31T04:49:08Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",195428,IN,223.187.145.76,unknown,"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,Carte Blanche,spotify:track:660eekzsNZ7sdATvfIsAkR,,,,trackdone,trackdone,True,,False,1567226750874,True,2019,76.0
2019-08-31T04:50:24Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",74340,IN,223.187.145.76,unknown,Cheap Thrills (feat. Sean Paul),Sia,Cheap Thrills (feat. Sean Paul),spotify:track:6b3b7lILUJqXcp6w9wNQSm,,,,trackdone,endplay,True,,False,1567226946814,True,2019,6.0
2019-08-31T04:50:36Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",11974,IN,223.187.145.76,unknown,Beautiful Girls,Sean Kingston,Beautiful Girls,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,,,,playbtn,endplay,True,,False,1567227022743,True,2019,1.0
2019-08-31T04:55:32Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",69351,IN,223.187.145.76,unknown,Hey DJ - Remix,CNCO,Hey DJ,spotify:track:3cR5ZtQ4JqGj4VHBb1gvFf,,,,trackdone,backbtn,True,,False,1567227259350,True,2019,37.0
2019-08-31T04:58:58Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",199944,IN,223.187.145.76,unknown,Mad Love,Sean Paul,Mad Love,spotify:track:3soOPBuMK8YMdWnV7xpEyf,,,,fwdbtn,trackdone,True,,False,1567227337816,True,2019,27.0
2019-08-31T05:06:46Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",205680,IN,223.187.145.76,unknown,What Do You Mean?,Justin Bieber,Purpose,spotify:track:4B0JvthVoAAuygILe3n4Bs,,,,trackdone,trackdone,True,,False,1567227798757,True,2019,52.0
2019-08-31T05:09:38Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",171333,IN,223.187.145.76,unknown,Boyfriend,Justin Bieber,Believe,spotify:track:2L7rZWg9RLxIwnysmxm4xk,,,,trackdone,trackdone,True,,False,1567228004855,True,2019,1.0
2019-08-31T05:16:59Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",233720,IN,223.187.145.76,unknown,Love Yourself,Justin Bieber,Purpose,spotify:track:50kpGaPAhYJ3sGmk6vplg0,,,,trackdone,trackdone,True,,False,1567228383146,True,2019,35.0
2019-08-31T05:20:33Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",214240,IN,223.187.145.76,unknown,Baby,Justin Bieber,My World 2.0,spotify:track:6epn3r7S14KUqlReYr77hA,,,,trackdone,trackdone,True,,False,1567228617505,True,2019,22.0
2019-08-31T05:24:23Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",229466,IN,223.187.145.76,unknown,As Long As You Love Me,Justin Bieber,Believe,spotify:track:0pwYLVXVknPSGUQb39cePC,,,,trackdone,trackdone,True,,False,1567228832186,True,2019,2.0
2019-08-31T05:28:52Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",188437,IN,223.187.145.76,unknown,Despacito - Remix,Luis Fonsi,Despacito Feat. Justin Bieber,spotify:track:6rPO02ozF3bM7NnOV4h6s2,,,,trackdone,endplay,True,,False,1567229062170,True,2019,42.0
2019-08-31T05:29:33Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",17948,IN,223.187.145.76,unknown,Bad Love,Sean Paul,Mad Love The Prequel,spotify:track:5OaRqgnamUsa99HzxSTdDv,,,,playbtn,endplay,True,,False,1567229331495,True,2019,57.0
2019-08-31T05:30:41Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",67107,IN,223.187.145.76,unknown,Lookalike,Conan Gray,Sunset Season,spotify:track:4K3gM7kzX4POAfrs71HomN,,,,playbtn,endplay,True,,False,1567229372086,True,2019,1.0
2019-08-31T05:32:46Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",123411,IN,223.187.145.76,unknown,Made In China,Higher Brothers,Made In China,spotify:track:1qowUCis8gYY9KOMuy8fCi,,,,playbtn,fwdbtn,True,,False,1567229440959,True,2019,7.0
2019-08-31T05:32:57Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",11146,IN,223.187.145.76,unknown,Broken Summer,DJ Snake,Broken Summer,spotify:track:60mrGpCA4OIUuRLwi4T5Nm,,,,fwdbtn,endplay,True,,False,1567229564806,True,2019,8.0
2019-08-31T05:33:57Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",57918,IN,223.187.145.76,unknown,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,Loco Contigo (with J. Balvin & Tyga),spotify:track:5Shjuje8PRcX7ueEVajrLH,,,,playbtn,endplay,True,,False,1567229576832,True,2019,39.0
2019-08-31T05:35:35Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",97438,IN,223.187.145.76,unknown,No More (feat. ZHU),DJ Snake,Carte Blanche,spotify:track:1j4MPw77pRZ77fMBuaRCZl,,,,clickrow,endplay,False,,False,1567229635722,True,2019,111.0
2019-08-31T05:35:56Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",21428,IN,223.187.145.76,unknown,Creep On Me,GASHI,Creep On Me,spotify:track:1MUL6DO2gVimj2YrVedubd,,,,playbtn,endplay,True,,False,1567229733460,True,2019,4.0
2019-08-31T05:40:21Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",264577,IN,223.187.145.76,unknown,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane) - Malaa Remix",DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",spotify:track:0DC2OR1ODB69FH1JzGFLTX,,,,playbtn,trackdone,True,,False,1567229755951,True,2019,1.0
2019-08-31T05:40:48Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",1055,IN,223.187.145.76,unknown,Turn Down for What,DJ Snake,Turn Down for What,spotify:track:67awxiNHNyjMXhVgsHuIrs,,,,playbtn,unexpected-exit-while-paused,False,,False,1567230021863,True,2019,20.0
2019-08-31T12:34:52Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",7652,IN,223.187.132.218,unknown,Inolvidable - Remix,Farruko,Inolvidable,spotify:track:5w8AHQWMGWKzcZe38no6Je,,,,playbtn,endplay,True,,False,1567254881176,True,2019,1.0
2019-09-01T04:37:27Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",11921,IN,223.187.152.149,unknown,Get Busy,Sean Paul,20 Pop Songs To Hear While You Are Still Alive,spotify:track:0lKhfyPDe92vbRUjE8v3pg,,,,fwdbtn,logout,False,,False,1567312558142,False,2019,12.0
2019-09-01T06:20:10Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",211980,IN,223.187.136.228,unknown,Baby Boy (feat. Sean Paul),Beyoncé,Dangerously In Love,spotify:track:4WY3HyGXsWqjFRCVD6gnTe,,,,fwdbtn,logout,False,,False,1567312689924,False,2019,2.0
2019-09-01T06:20:53Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",21123,IN,223.187.136.228,unknown,Do You Remember,Jay Sean,All Or Nothing,spotify:track:7yws3pF3FFguwT2Psi6c15,,,,playbtn,endplay,True,,False,1567318824158,False,2019,1.0
2019-09-01T11:01:06Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",59612,IN,223.187.136.228,unknown,Should I Stay or Should I Go - Remastered,The Clash,Stranger Things (Soundtrack from the Netflix Original Series),spotify:track:6SjbzGo7arjfM5cXpXhc5B,,,,clickrow,endplay,False,,False,1567335604729,False,2019,16.0
2019-09-01T11:02:42Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",30969,IN,223.187.136.228,unknown,Should I Stay or Should I Go - Remastered,The Clash,Hits Back,spotify:track:3v8PlUFGQQDBIk1J86waCo,,,,clickrow,endplay,False,,False,1567335665705,False,2019,18.0
2019-09-01T11:03:32Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",49423,IN,223.187.136.228,unknown,Start Again (feat. Logic),OneRepublic,13 Reasons Why,spotify:track:1Nj2oBISdFDSF8eDuXcALz,,,,clickrow,endplay,False,,False,1567335761734,False,2019,5.0
2019-09-01T11:04:11Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",37487,IN,223.187.136.228,unknown,Only You,Selena Gomez,13 Reasons Why,spotify:track:5ZtfujhQIVRZm2RMZPQ3iD,,,,clickrow,endplay,False,,False,1567335812213,False,2019,36.0
2019-09-01T11:21:09Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",11744,IN,223.187.136.228,unknown,Kill Em With Kindness - Acoustic,Selena Gomez,13 Reasons Why,spotify:track:6pezb9EwyygkHnJqkjLphG,,,,clickrow,unexpected-exit-while-paused,False,,False,1567335850589,False,2019,4.0
2019-09-01T12:14:44Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",80761,IN,223.187.136.228,unknown,Old Town Road - Remix,Lil Nas X,Old Town Road,spotify:track:6jmZlyf9DxcIoRrjw02YXm,,,,clickrow,unexpected-exit-while-paused,False,,False,1567336925866,False,2019,4.0
2019-09-01T12:19:17Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",12604,IN,223.187.136.228,unknown,She Doesn't Mind,Sean Paul,Smash Hits 2012!,spotify:track:75PbbMMmHQwE93FYcS4PGM,,,,clickrow,endplay,False,,False,1567340343060,False,2019,1.0
2019-09-01T12:27:57Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",0,IN,223.187.136.228,unknown,Hurtin' Me - The Remix,Stefflon Don,SECURE,spotify:track:3UMhetaB5d2Egu49pfpNQA,,,,trackdone,backbtn,False,,False,1567340706540,False,2019,2.0
2019-09-01T12:28:30Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",17994,IN,223.187.136.228,unknown,Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE,spotify:track:637bsehtpL2oJruOEL6lZ7,,,,backbtn,backbtn,False,,False,1567340891065,False,2019,13.0
2019-09-01T12:28:32Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",1554,IN,223.187.136.228,unknown,Make My Love Go (feat. Sean Paul),Jay Sean,Make My Love Go (feat. Sean Paul),spotify:track:5mMRgTxoeBjEAZdBjPGvaC,,,,backbtn,backbtn,False,,False,1567340909975,False,2019,1.0
2019-09-01T12:28:33Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",622,IN,223.187.136.228,unknown,Amor Prohibido (feat. Sean Paul & Konshens),Nicky Jam,Fénix,spotify:track:41BqZaEQ9hHt4okQ3FT7wa,,,,backbtn,backbtn,False,,False,1567340911930,False,2019,1.0
2019-09-01T12:28:44Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",9508,IN,223.187.136.228,unknown,What About Us,The Saturdays,Living For The Weekend,spotify:track:4Hsn8y4PcSU6bm9bLB1gwy,,,,backbtn,endplay,False,,False,1567340913156,False,2019,1.0
2019-09-03T05:18:10Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",96927,IN,223.187.158.231,unknown,Homicide,Logic,Homicide,spotify:track:0Lw6aQcBFWTQ9m4MSwwwes,,,,clickrow,logout,False,,False,1567341741488,False,2019,31.0
2019-09-05T03:36:59Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",194839,IN,171.51.145.57,unknown,bad guy (with Justin Bieber),Billie Eilish,bad guy (with Justin Bieber),spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,,,,clickrow,trackdone,False,,False,1567654413768,False,2019,60.0
2019-09-05T03:38:35Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",91115,IN,171.51.145.57,unknown,If I Can't Have You,Shawn Mendes,Shawn Mendes,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,,,,playbtn,endplay,False,,False,1567654621111,False,2019,55.0
2019-09-05T03:40:56Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",13277,IN,171.51.145.57,unknown,Photograph,Ed Sheeran,Me Before You,spotify:track:6XLww4MprrLCvWpVXD9K7S,,,,fwdbtn,fwdbtn,False,,False,1567654840798,False,2019,11.0
2019-09-05T03:41:01Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",4601,IN,171.51.145.57,unknown,(All Along The) Watchtower,Devlin,A Moving Picture,spotify:track:0SBk0hNSPQ3KcROw5KLR7f,,,,fwdbtn,trackdone,False,,False,1567654854802,False,2019,4.0
2019-09-05T03:41:09Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",7364,IN,171.51.145.57,unknown,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:43zdsphuZLzwA9k4DJhU0I,,,,trackdone,backbtn,False,,False,1567654859743,False,2019,45.0
2019-09-05T03:44:38Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",41126,IN,171.51.145.57,unknown,Formation,Beyoncé,Lemonade,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,,,,fwdbtn,backbtn,False,,False,1567655035590,False,2019,4.0
2019-09-05T03:46:00Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",4300,IN,171.51.145.57,unknown,lovely (with Khalid),Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,,fwdbtn,fwdbtn,False,,False,1567655154299,False,2019,65.0
2019-09-05T03:49:16Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",193143,IN,171.51.145.57,unknown,bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:4SSnFejRGlZikf02HLewEF,,,,fwdbtn,trackdone,False,,False,1567655159196,False,2019,40.0
2019-09-05T03:49:45Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",26762,IN,171.51.145.57,unknown,i love you,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:6CcJMwBtXByIz4zQLzFkKc,,,,trackdone,endplay,False,,False,1567655355029,False,2019,30.0
2019-09-05T03:55:23Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",19971,IN,171.51.145.57,unknown,Victim of Circumstance,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),spotify:track:1VGP4asQMmeyd1PHVFN54d,,,,playbtn,endplay,False,,False,1567655695013,False,2019,1.0
2019-09-05T03:58:36Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",194087,IN,171.51.145.57,unknown,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:2Fxmhks0bxGSBdJ92vM42m,,,,clickrow,trackdone,False,,False,1567655720856,False,2019,102.0
2019-09-05T04:00:00Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",0,IN,171.51.145.57,unknown,Like Glue,Sean Paul,Strictly The Best Vol. 29,spotify:track:2ddmJM5DGrRYr4sOPHlQoc,,,,clickrow,endplay,False,,False,1567655998188,False,2019,3.0
2019-09-05T04:00:00Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",82106,IN,171.51.145.57,unknown,all the good girls go to hell,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:6IRdLKIyS4p7XNiP8r6rsx,,,,trackdone,endplay,False,,False,1567655914476,False,2019,48.0
2019-09-05T04:07:22Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",206400,IN,171.51.145.57,unknown,Trumpets - Radio Mix,Sak Noel,Trumpets,spotify:track:6SQF5doygbgRqlXhwl4fxW,,,,trackdone,trackdone,False,,False,1567656233461,False,2019,1.0
2019-09-05T04:11:25Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",243333,IN,171.51.145.57,unknown,(When You Gonna) Give It Up To Me - Radio Version,Sean Paul,Just Like You,spotify:track:1wXCoqO9oyyqXwRJexlLxI,,,,trackdone,trackdone,False,,False,1567656440422,False,2019,1.0
2019-09-05T04:14:09Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",163245,IN,171.51.145.57,unknown,Lay You Down Easy (feat. Sean Paul),MAGIC!,Lay You Down Easy (feat. Sean Paul),spotify:track:4FTOFgpECL4tlu8DljL0XM,,,,trackdone,trackdone,False,,False,1567656684246,False,2019,2.0
2019-09-05T04:17:08Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",178079,IN,171.51.145.57,unknown,She Makes Me Go,Arash,Superman,spotify:track:7oJfEFaYtZffjxjl72CFWd,,,,trackdone,trackdone,False,,False,1567656847966,False,2019,1.0
2019-09-05T04:20:54Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",225903,IN,171.51.145.57,unknown,Tek Weh Yuh Heart,Sean Paul,Mad Love The Prequel,spotify:track:3VwR0joqoloF97pCHzLVLx,,,,trackdone,trackdone,False,,False,1567657026532,False,2019,2.0
2019-09-05T04:23:42Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",167653,IN,171.51.145.57,unknown,"Differ Remix (feat. Sean Paul, Agent Sasco & Chi Ching Ching)",Spragga Benz,"Differ Remix (feat. Sean Paul, Agent Sasco & Chi Ching Ching)",spotify:track:5gvitM6OUVQtWY1iyhb6t5,,,,trackdone,trackdone,False,,False,1567657252968,False,2019,1.0
2019-09-05T04:27:14Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",210706,IN,171.51.145.57,unknown,So Fine,Sean Paul,Red Hot R & B,spotify:track:3Hjsi6d8QmFC38NGne0XHI,,,,trackdone,trackdone,False,,False,1567657421132,False,2019,1.0
2019-09-05T04:30:47Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",213373,IN,171.51.145.57,unknown,Break It Off,Rihanna,A Girl Like Me,spotify:track:4PgtB6Sul8WDTRZCe5e8St,,,,trackdone,trackdone,False,,False,1567657632588,False,2019,1.0
2019-09-05T04:34:20Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",212493,IN,171.51.145.57,unknown,Come On To Me,Major Lazer,Major Lazer Essentials,spotify:track:1qQga7bgZAiseNn1bhPbsX,,,,trackdone,trackdone,False,,False,1567657846305,False,2019,1.0
2019-09-05T04:37:43Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",200480,IN,171.51.145.57,unknown,Dura,Daddy Yankee,Dura,spotify:track:6KuqAtoeVzxAYOaMveLNpH,,,,playbtn,trackdone,False,,False,1567658061042,False,2019,1.0
2019-09-05T04:40:55Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",191550,IN,171.51.145.57,unknown,You're Ma Cherie - DJ Antoine vs Mad Mark 2K13 Radio Edit,DJ Antoine,Sky Is the Limit,spotify:track:5tC8ycFXQvYppqL8bzN0LU,,,,trackdone,trackdone,False,,False,1567658262130,False,2019,1.0
2019-09-05T04:43:50Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",174159,IN,171.51.145.57,unknown,Medicine,Jennifer Lopez,Medicine,spotify:track:3deRMhnycNFbCZHCCld9oy,,,,trackdone,trackdone,False,,False,1567658454249,False,2019,1.0
2019-09-05T04:48:19Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",168397,IN,171.51.153.164,unknown,Make It Hot,Major Lazer,Make It Hot,spotify:track:3MXUsff3RxRds9KCVttibq,,,,trackdone,trackdone,False,,False,1567658628822,False,2019,5.0
2019-09-05T07:52:53Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",91534,IN,223.187.179.96,unknown,Mad Love,Mabel,High Expectations,spotify:track:0Zp10WiPeEi6EUJZvWcNT9,,,,trackdone,unexpected-exit-while-paused,False,,True,1567658797736,False,2019,2.0
2019-09-05T07:53:36Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",5602,IN,223.187.179.96,unknown,Mad Love,Sean Paul,Mad Love The Prequel,spotify:track:4dSoDnmR9opAQ8KxUc9SbC,,,,fwdbtn,backbtn,False,,False,1567670008832,False,2019,15.0
2019-09-05T07:53:50Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",3296,IN,223.187.179.96,unknown,"Jennie (feat. R. City, Bori)",Felix Jaehn,I,spotify:track:7uM7YZwNZqdDMG0NfGhmux,,,,fwdbtn,fwdbtn,False,,False,1567670025121,False,2019,4.0
2019-09-05T07:54:22Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",27601,IN,223.187.179.96,unknown,Tip Toe,Jason Derullo,Hits & Stars 2018,spotify:track:0uy3L6mAsXYtLx9AfyFDQo,,,,fwdbtn,fwdbtn,False,,False,1567670029449,False,2019,1.0
2019-09-05T07:54:42Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",15723,IN,223.187.179.96,unknown,Sin Pijama,Becky G,Sin Pijama,spotify:track:2ijef6ni2amuunRoKTlgww,,,,fwdbtn,endplay,False,,False,1567670060667,False,2019,1.0
2019-09-05T07:55:10Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",24092,IN,223.187.179.96,unknown,Kill Em With Kindness,Selena Gomez,Revival,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,,,,clickrow,endplay,False,,False,1567670080809,False,2019,1.0
2019-09-05T07:55:17Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",5438,IN,223.187.179.96,unknown,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,Carte Blanche,spotify:track:0KoiMHhqKLoL4xM54rcWYY,,,,clickrow,endplay,False,,False,1567670108667,False,2019,19.0
2019-09-05T07:55:35Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",16201,IN,223.187.179.96,unknown,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Beach Party,spotify:track:3C3iNT0hgX7nq2k7elHxJj,,,,clickrow,fwdbtn,False,,False,1567670115874,False,2019,1.0
2019-09-05T07:56:28Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",52091,IN,223.187.179.96,unknown,Can't Take It From Me,Major Lazer,Can't Take It From Me,spotify:track:6SOMeW4NYLR5Cl7AQfLX3I,,,,fwdbtn,endplay,False,,False,1567670134363,False,2019,1.0
2019-09-05T07:56:31Z,rt47etgc6xpwhhhb8575rth83,"Android-tablet OS 6.0 API 23 (Intex,     )",490,IN,223.187.179.96,unknown,SouthSide (feat. Eptic),DJ Snake,Carte Blanche,spotify:track:3qgtGhoCutbBX73cd6ArCW,,,,playbtn,endplay,True,,False,1567670187315,False,2019,2.0
